CODE_GENDER,FLAG_OWN_CAR,FLAG_OWN_REALTY,CNT_CHILDREN,AMT_INCOME_TOTAL,NAME_INCOME_TYPE,NAME_EDUCATION_TYPE,NAME_FAMILY_STATUS,NAME_HOUSING_TYPE,DAYS_BIRTH,DAYS_EMPLOYED,FLAG_MOBIL,FLAG_WORK_PHONE,FLAG_PHONE,FLAG_EMAIL,CNT_FAM_MEMBERS,OCCUPATION_TREATED,MONTHS_BALANCE,STATUS,target
M,1.0,1.0,0,427500.0,Working,Higher education,Civil marriage,Rented apartment,-12005,-4542,1,1,0,0,2.0,not informed,-11,C,1
M,1.0,1.0,0,427500.0,Working,Higher education,Civil marriage,Rented apartment,-12005,-4542,1,1,0,0,2.0,not informed,-12,C,1
M,1.0,1.0,0,427500.0,Working,Higher education,Civil marriage,Rented apartment,-12005,-4542,1,1,0,0,2.0,not informed,-13,1,1
M,1.0,1.0,0,427500.0,Working,Higher education,Civil marriage,Rented apartment,-12005,-4542,1,1,0,0,2.0,not informed,-14,0,1
M,1.0,1.0,0,427500.0,Working,Higher education,Civil marriage,Rented apartment,-12005,-4542,1,1,0,0,2.0,not informed,-15,X,1
M,1.0,1.0,0,427500.0,Working,Higher education,Civil marriage,Rented apartment,-12005,-4542,1,1,0,0,2.0,not informed,0,C,1
M,1.0,1.0,0,427500.0,Working,Higher education,Civil marriage,Rented apartment,-12005,-4542,1,1,0,0,2.0,not informed,-1,C,1
M,1.0,1.0,0,427500.0,Working,Higher education,Civil marriage,Rented apartment,-12005,-4542,1,1,0,0,2.0,not informed,-2,C,1
M,1.0,1.0,0,427500.0,Working,Higher education,Civil marriage,Rented apartment,-12005,-4542,1,1,0,0,2.0,not informed,-3,C,1
M,1.0,1.0,0,427500.0,Working,Higher education,Civil marriage,Rented apartment,-12005,-4542,1,1,0,0,2.0,not informed,-4,C,1
M,1.0,1.0,0,427500.0,Working,Higher education,Civil marriage,Rented apartment,-12005,-4542,1,1,0,0,2.0,not informed,-5,C,1
M,1.0,1.0,0,427500.0,Working,Higher education,Civil marriage,Rented apartment,-12005,-4542,1,1,0,0,2.0,not informed,-6,C,1
M,1.0,1.0,0,427500.0,Working,Higher education,Civil marriage,Rented apartment,-12005,-4542,1,1,0,0,2.0,not informed,-7,C,1
M,1.0,1.0,0,427500.0,Working,Higher education,Civil marriage,Rented apartment,-12005,-4542,1,1,0,0,2.0,not informed,-8,C,1
M,1.0,1.0,0,427500.0,Working,Higher education,Civil marriage,Rented apartment,-12005,-4542,1,1,0,0,2.0,not informed,-9,C,1
M,1.0,1.0,0,427500.0,Working,Higher education,Civil marriage,Rented apartment,-12005,-4542,1,1,0,0,2.0,not informed,-10,C,1
M,1.0,1.0,0,427500.0,Working,Higher education,Civil marriage,Rented apartment,-12005,-4542,1,1,0,0,2.0,not informed,-11,C,1
M,1.0,1.0,0,427500.0,Working,Higher education,Civil marriage,Rented apartment,-12005,-4542,1,1,0,0,2.0,not informed,-12,1,1
M,1.0,1.0,0,427500.0,Working,Higher education,Civil marriage,Rented apartment,-12005,-4542,1,1,0,0,2.0,not informed,-13,0,1
M,1.0,1.0,0,427500.0,Working,Higher education,Civil marriage,Rented apartment,-12005,-4542,1,1,0,0,2.0,not informed,-14,X,1
M,1.0,1.0,0,112500.0,Working,Secondary / secondary special,Married,House / apartment,-21474,-1134,1,0,0,0,2.0,Security staff,0,C,1
M,1.0,1.0,0,112500.0,Working,Secondary / secondary special,Married,House / apartment,-21474,-1134,1,0,0,0,2.0,Security staff,-1,C,1
M,1.0,1.0,0,112500.0,Working,Secondary / secondary special,Married,House / apartment,-21474,-1134,1,0,0,0,2.0,Security staff,-2,C,1
M,1.0,1.0,0,112500.0,Working,Secondary / secondary special,Married,House / apartment,-21474,-1134,1,0,0,0,2.0,Security staff,-3,C,1
M,1.0,1.0,0,112500.0,Working,Secondary / secondary special,Married,House / apartment,-21474,-1134,1,0,0,0,2.0,Security staff,-4,C,1
M,1.0,1.0,0,112500.0,Working,Secondary / secondary special,Married,House / apartment,-21474,-1134,1,0,0,0,2.0,Security staff,-5,C,1
M,1.0,1.0,0,112500.0,Working,Secondary / secondary special,Married,House / apartment,-21474,-1134,1,0,0,0,2.0,Security staff,-6,C,1
M,1.0,1.0,0,112500.0,Working,Secondary / secondary special,Married,House / apartment,-21474,-1134,1,0,0,0,2.0,Security staff,-7,X,1
M,1.0,1.0,0,112500.0,Working,Secondary / secondary special,Married,House / apartment,-21474,-1134,1,0,0,0,2.0,Security staff,-8,0,1
M,1.0,1.0,0,112500.0,Working,Secondary / secondary special,Married,House / apartment,-21474,-1134,1,0,0,0,2.0,Security staff,-9,0,1
M,1.0,1.0,0,112500.0,Working,Secondary / secondary special,Married,House / apartment,-21474,-1134,1,0,0,0,2.0,Security staff,-10,X,1
M,1.0,1.0,0,112500.0,Working,Secondary / secondary special,Married,House / apartment,-21474,-1134,1,0,0,0,2.0,Security staff,-11,0,1
M,1.0,1.0,0,112500.0,Working,Secondary / secondary special,Married,House / apartment,-21474,-1134,1,0,0,0,2.0,Security staff,-12,X,1
M,1.0,1.0,0,112500.0,Working,Secondary / secondary special,Married,House / apartment,-21474,-1134,1,0,0,0,2.0,Security staff,-13,0,1
M,1.0,1.0,0,112500.0,Working,Secondary / secondary special,Married,House / apartment,-21474,-1134,1,0,0,0,2.0,Security staff,-14,X,1
M,1.0,1.0,0,112500.0,Working,Secondary / secondary special,Married,House / apartment,-21474,-1134,1,0,0,0,2.0,Security staff,-15,X,1
M,1.0,1.0,0,112500.0,Working,Secondary / secondary special,Married,House / apartment,-21474,-1134,1,0,0,0,2.0,Security staff,-16,X,1
M,1.0,1.0,0,112500.0,Working,Secondary / secondary special,Married,House / apartment,-21474,-1134,1,0,0,0,2.0,Security staff,-17,X,1
M,1.0,1.0,0,112500.0,Working,Secondary / secondary special,Married,House / apartment,-21474,-1134,1,0,0,0,2.0,Security staff,-18,X,1
M,1.0,1.0,0,112500.0,Working,Secondary / secondary special,Married,House / apartment,-21474,-1134,1,0,0,0,2.0,Security staff,-19,X,1
M,1.0,1.0,0,112500.0,Working,Secondary / secondary special,Married,House / apartment,-21474,-1134,1,0,0,0,2.0,Security staff,-20,0,1
M,1.0,1.0,0,112500.0,Working,Secondary / secondary special,Married,House / apartment,-21474,-1134,1,0,0,0,2.0,Security staff,-21,X,1
M,1.0,1.0,0,112500.0,Working,Secondary / secondary special,Married,House / apartment,-21474,-1134,1,0,0,0,2.0,Security staff,-22,X,1
M,1.0,1.0,0,112500.0,Working,Secondary / secondary special,Married,House / apartment,-21474,-1134,1,0,0,0,2.0,Security staff,-23,X,1
M,1.0,1.0,0,112500.0,Working,Secondary / secondary special,Married,House / apartment,-21474,-1134,1,0,0,0,2.0,Security staff,-24,0,1
M,1.0,1.0,0,112500.0,Working,Secondary / secondary special,Married,House / apartment,-21474,-1134,1,0,0,0,2.0,Security staff,-25,X,1
M,1.0,1.0,0,112500.0,Working,Secondary / secondary special,Married,House / apartment,-21474,-1134,1,0,0,0,2.0,Security staff,-26,X,1
M,1.0,1.0,0,112500.0,Working,Secondary / secondary special,Married,House / apartment,-21474,-1134,1,0,0,0,2.0,Security staff,-27,X,1
M,1.0,1.0,0,112500.0,Working,Secondary / secondary special,Married,House / apartment,-21474,-1134,1,0,0,0,2.0,Security staff,-28,0,1
M,1.0,1.0,0,112500.0,Working,Secondary / secondary special,Married,House / apartment,-21474,-1134,1,0,0,0,2.0,Security staff,-29,X,1
F,0.0,1.0,0,270000.0,Commercial associate,Secondary / secondary special,Single / not married,House / apartment,-19110,-3051,1,0,1,1,1.0,Sales staff,0,0,1
F,0.0,1.0,0,270000.0,Commercial associate,Secondary / secondary special,Single / not married,House / apartment,-19110,-3051,1,0,1,1,1.0,Sales staff,-1,X,1
F,0.0,1.0,0,270000.0,Commercial associate,Secondary / secondary special,Single / not married,House / apartment,-19110,-3051,1,0,1,1,1.0,Sales staff,-2,0,1
F,0.0,1.0,0,270000.0,Commercial associate,Secondary / secondary special,Single / not married,House / apartment,-19110,-3051,1,0,1,1,1.0,Sales staff,-3,X,1
F,0.0,1.0,0,270000.0,Commercial associate,Secondary / secondary special,Single / not married,House / apartment,-19110,-3051,1,0,1,1,1.0,Sales staff,-4,X,1
F,0.0,1.0,0,270000.0,Commercial associate,Secondary / secondary special,Single / not married,House / apartment,-19110,-3051,1,0,1,1,1.0,Sales staff,-22,X,1
F,0.0,1.0,0,270000.0,Commercial associate,Secondary / secondary special,Single / not married,House / apartment,-19110,-3051,1,0,1,1,1.0,Sales staff,-23,X,1
F,0.0,1.0,0,270000.0,Commercial associate,Secondary / secondary special,Single / not married,House / apartment,-19110,-3051,1,0,1,1,1.0,Sales staff,-24,X,1
F,0.0,1.0,0,270000.0,Commercial associate,Secondary / secondary special,Single / not married,House / apartment,-19110,-3051,1,0,1,1,1.0,Sales staff,-25,X,1
F,0.0,1.0,0,270000.0,Commercial associate,Secondary / secondary special,Single / not married,House / apartment,-19110,-3051,1,0,1,1,1.0,Sales staff,-26,X,1
F,0.0,1.0,0,270000.0,Commercial associate,Secondary / secondary special,Single / not married,House / apartment,-19110,-3051,1,0,1,1,1.0,Sales staff,0,C,1
F,0.0,1.0,0,270000.0,Commercial associate,Secondary / secondary special,Single / not married,House / apartment,-19110,-3051,1,0,1,1,1.0,Sales staff,-1,C,1
F,0.0,1.0,0,270000.0,Commercial associate,Secondary / secondary special,Single / not married,House / apartment,-19110,-3051,1,0,1,1,1.0,Sales staff,-2,C,1
F,0.0,1.0,0,270000.0,Commercial associate,Secondary / secondary special,Single / not married,House / apartment,-19110,-3051,1,0,1,1,1.0,Sales staff,-3,C,1
F,0.0,1.0,0,270000.0,Commercial associate,Secondary / secondary special,Single / not married,House / apartment,-19110,-3051,1,0,1,1,1.0,Sales staff,-4,C,1
F,0.0,1.0,0,270000.0,Commercial associate,Secondary / secondary special,Single / not married,House / apartment,-19110,-3051,1,0,1,1,1.0,Sales staff,-5,C,1
F,0.0,1.0,0,270000.0,Commercial associate,Secondary / secondary special,Single / not married,House / apartment,-19110,-3051,1,0,1,1,1.0,Sales staff,-6,C,1
F,0.0,1.0,0,270000.0,Commercial associate,Secondary / secondary special,Single / not married,House / apartment,-19110,-3051,1,0,1,1,1.0,Sales staff,-7,C,1
F,0.0,1.0,0,270000.0,Commercial associate,Secondary / secondary special,Single / not married,House / apartment,-19110,-3051,1,0,1,1,1.0,Sales staff,-8,C,1
F,0.0,1.0,0,270000.0,Commercial associate,Secondary / secondary special,Single / not married,House / apartment,-19110,-3051,1,0,1,1,1.0,Sales staff,-9,C,1
F,0.0,1.0,0,270000.0,Commercial associate,Secondary / secondary special,Single / not married,House / apartment,-19110,-3051,1,0,1,1,1.0,Sales staff,-10,C,1
F,0.0,1.0,0,270000.0,Commercial associate,Secondary / secondary special,Single / not married,House / apartment,-19110,-3051,1,0,1,1,1.0,Sales staff,-11,C,1
F,0.0,1.0,0,270000.0,Commercial associate,Secondary / secondary special,Single / not married,House / apartment,-19110,-3051,1,0,1,1,1.0,Sales staff,-12,C,1
F,0.0,1.0,0,270000.0,Commercial associate,Secondary / secondary special,Single / not married,House / apartment,-19110,-3051,1,0,1,1,1.0,Sales staff,-13,C,1
F,0.0,1.0,0,270000.0,Commercial associate,Secondary / secondary special,Single / not married,House / apartment,-19110,-3051,1,0,1,1,1.0,Sales staff,-14,C,1
F,0.0,1.0,0,270000.0,Commercial associate,Secondary / secondary special,Single / not married,House / apartment,-19110,-3051,1,0,1,1,1.0,Sales staff,-15,X,1
F,0.0,1.0,0,270000.0,Commercial associate,Secondary / secondary special,Single / not married,House / apartment,-19110,-3051,1,0,1,1,1.0,Sales staff,-16,0,1
F,0.0,1.0,0,270000.0,Commercial associate,Secondary / secondary special,Single / not married,House / apartment,-19110,-3051,1,0,1,1,1.0,Sales staff,-17,X,1
F,0.0,1.0,0,270000.0,Commercial associate,Secondary / secondary special,Single / not married,House / apartment,-19110,-3051,1,0,1,1,1.0,Sales staff,-18,0,1
F,0.0,1.0,0,270000.0,Commercial associate,Secondary / secondary special,Single / not married,House / apartment,-19110,-3051,1,0,1,1,1.0,Sales staff,-19,X,1
F,0.0,1.0,0,270000.0,Commercial associate,Secondary / secondary special,Single / not married,House / apartment,-19110,-3051,1,0,1,1,1.0,Sales staff,-20,0,1
F,0.0,1.0,0,270000.0,Commercial associate,Secondary / secondary special,Single / not married,House / apartment,-19110,-3051,1,0,1,1,1.0,Sales staff,-21,0,1
F,0.0,1.0,0,270000.0,Commercial associate,Secondary / secondary special,Single / not married,House / apartment,-19110,-3051,1,0,1,1,1.0,Sales staff,-22,0,1
F,0.0,1.0,0,270000.0,Commercial associate,Secondary / secondary special,Single / not married,House / apartment,-19110,-3051,1,0,1,1,1.0,Sales staff,-23,X,1
F,0.0,1.0,0,270000.0,Commercial associate,Secondary / secondary special,Single / not married,House / apartment,-19110,-3051,1,0,1,1,1.0,Sales staff,-24,0,1
F,0.0,1.0,0,270000.0,Commercial associate,Secondary / secondary special,Single / not married,House / apartment,-19110,-3051,1,0,1,1,1.0,Sales staff,-25,X,1
F,0.0,1.0,0,270000.0,Commercial associate,Secondary / secondary special,Single / not married,House / apartment,-19110,-3051,1,0,1,1,1.0,Sales staff,-26,X,1
F,0.0,1.0,0,270000.0,Commercial associate,Secondary / secondary special,Single / not married,House / apartment,-19110,-3051,1,0,1,1,1.0,Sales staff,0,C,1
F,0.0,1.0,0,270000.0,Commercial associate,Secondary / secondary special,Single / not married,House / apartment,-19110,-3051,1,0,1,1,1.0,Sales staff,-1,C,1
F,0.0,1.0,0,270000.0,Commercial associate,Secondary / secondary special,Single / not married,House / apartment,-19110,-3051,1,0,1,1,1.0,Sales staff,-2,C,1
F,0.0,1.0,0,270000.0,Commercial associate,Secondary / secondary special,Single / not married,House / apartment,-19110,-3051,1,0,1,1,1.0,Sales staff,-3,C,1
F,0.0,1.0,0,270000.0,Commercial associate,Secondary / secondary special,Single / not married,House / apartment,-19110,-3051,1,0,1,1,1.0,Sales staff,-4,C,1
F,0.0,1.0,0,270000.0,Commercial associate,Secondary / secondary special,Single / not married,House / apartment,-19110,-3051,1,0,1,1,1.0,Sales staff,-5,C,1
F,0.0,1.0,0,270000.0,Commercial associate,Secondary / secondary special,Single / not married,House / apartment,-19110,-3051,1,0,1,1,1.0,Sales staff,-6,C,1
F,0.0,1.0,0,270000.0,Commercial associate,Secondary / secondary special,Single / not married,House / apartment,-19110,-3051,1,0,1,1,1.0,Sales staff,-7,C,1
F,0.0,1.0,0,270000.0,Commercial associate,Secondary / secondary special,Single / not married,House / apartment,-19110,-3051,1,0,1,1,1.0,Sales staff,-8,C,1
F,0.0,1.0,0,270000.0,Commercial associate,Secondary / secondary special,Single / not married,House / apartment,-19110,-3051,1,0,1,1,1.0,Sales staff,-9,C,1
F,0.0,1.0,0,270000.0,Commercial associate,Secondary / secondary special,Single / not married,House / apartment,-19110,-3051,1,0,1,1,1.0,Sales staff,-10,C,1
F,0.0,1.0,0,270000.0,Commercial associate,Secondary / secondary special,Single / not married,House / apartment,-19110,-3051,1,0,1,1,1.0,Sales staff,-11,C,1
F,0.0,1.0,0,270000.0,Commercial associate,Secondary / secondary special,Single / not married,House / apartment,-19110,-3051,1,0,1,1,1.0,Sales staff,-12,C,1
F,0.0,1.0,0,270000.0,Commercial associate,Secondary / secondary special,Single / not married,House / apartment,-19110,-3051,1,0,1,1,1.0,Sales staff,-13,C,1
F,0.0,1.0,0,270000.0,Commercial associate,Secondary / secondary special,Single / not married,House / apartment,-19110,-3051,1,0,1,1,1.0,Sales staff,-14,C,1
F,0.0,1.0,0,270000.0,Commercial associate,Secondary / secondary special,Single / not married,House / apartment,-19110,-3051,1,0,1,1,1.0,Sales staff,-15,C,1
F,0.0,1.0,0,270000.0,Commercial associate,Secondary / secondary special,Single / not married,House / apartment,-19110,-3051,1,0,1,1,1.0,Sales staff,-16,C,1
F,0.0,1.0,0,270000.0,Commercial associate,Secondary / secondary special,Single / not married,House / apartment,-19110,-3051,1,0,1,1,1.0,Sales staff,-17,C,1
F,0.0,1.0,0,270000.0,Commercial associate,Secondary / secondary special,Single / not married,House / apartment,-19110,-3051,1,0,1,1,1.0,Sales staff,-18,C,1
F,0.0,1.0,0,270000.0,Commercial associate,Secondary / secondary special,Single / not married,House / apartment,-19110,-3051,1,0,1,1,1.0,Sales staff,-19,C,1
F,0.0,1.0,0,270000.0,Commercial associate,Secondary / secondary special,Single / not married,House / apartment,-19110,-3051,1,0,1,1,1.0,Sales staff,-20,C,1
F,0.0,1.0,0,270000.0,Commercial associate,Secondary / secondary special,Single / not married,House / apartment,-19110,-3051,1,0,1,1,1.0,Sales staff,-21,C,1
F,0.0,1.0,0,270000.0,Commercial associate,Secondary / secondary special,Single / not married,House / apartment,-19110,-3051,1,0,1,1,1.0,Sales staff,-22,C,1
F,0.0,1.0,0,270000.0,Commercial associate,Secondary / secondary special,Single / not married,House / apartment,-19110,-3051,1,0,1,1,1.0,Sales staff,-23,C,1
F,0.0,1.0,0,270000.0,Commercial associate,Secondary / secondary special,Single / not married,House / apartment,-19110,-3051,1,0,1,1,1.0,Sales staff,-24,C,1
F,0.0,1.0,0,270000.0,Commercial associate,Secondary / secondary special,Single / not married,House / apartment,-19110,-3051,1,0,1,1,1.0,Sales staff,-25,C,1
F,0.0,1.0,0,270000.0,Commercial associate,Secondary / secondary special,Single / not married,House / apartment,-19110,-3051,1,0,1,1,1.0,Sales staff,-26,C,1
F,0.0,1.0,0,270000.0,Commercial associate,Secondary / secondary special,Single / not married,House / apartment,-19110,-3051,1,0,1,1,1.0,Sales staff,-27,X,1
F,0.0,1.0,0,270000.0,Commercial associate,Secondary / secondary special,Single / not married,House / apartment,-19110,-3051,1,0,1,1,1.0,Sales staff,-28,0,1
F,0.0,1.0,0,270000.0,Commercial associate,Secondary / secondary special,Single / not married,House / apartment,-19110,-3051,1,0,1,1,1.0,Sales staff,-29,X,1
F,0.0,1.0,0,270000.0,Commercial associate,Secondary / secondary special,Single / not married,House / apartment,-19110,-3051,1,0,1,1,1.0,Sales staff,-30,0,1
F,0.0,1.0,0,270000.0,Commercial associate,Secondary / secondary special,Single / not married,House / apartment,-19110,-3051,1,0,1,1,1.0,Sales staff,-31,X,1
F,0.0,1.0,0,270000.0,Commercial associate,Secondary / secondary special,Single / not married,House / apartment,-19110,-3051,1,0,1,1,1.0,Sales staff,-32,0,1
F,0.0,1.0,0,270000.0,Commercial associate,Secondary / secondary special,Single / not married,House / apartment,-19110,-3051,1,0,1,1,1.0,Sales staff,-33,0,1
F,0.0,1.0,0,270000.0,Commercial associate,Secondary / secondary special,Single / not married,House / apartment,-19110,-3051,1,0,1,1,1.0,Sales staff,-34,0,1
F,0.0,1.0,0,270000.0,Commercial associate,Secondary / secondary special,Single / not married,House / apartment,-19110,-3051,1,0,1,1,1.0,Sales staff,-35,X,1
F,0.0,1.0,0,270000.0,Commercial associate,Secondary / secondary special,Single / not married,House / apartment,-19110,-3051,1,0,1,1,1.0,Sales staff,-36,0,1
F,0.0,1.0,0,270000.0,Commercial associate,Secondary / secondary special,Single / not married,House / apartment,-19110,-3051,1,0,1,1,1.0,Sales staff,-37,X,1
F,0.0,1.0,0,270000.0,Commercial associate,Secondary / secondary special,Single / not married,House / apartment,-19110,-3051,1,0,1,1,1.0,Sales staff,-38,X,1
F,0.0,1.0,0,283500.0,Pensioner,Higher education,Separated,House / apartment,-22464,365243,1,0,0,0,1.0,not informed,-4,0,0
F,0.0,1.0,0,283500.0,Pensioner,Higher education,Separated,House / apartment,-22464,365243,1,0,0,0,1.0,not informed,-5,X,0
F,0.0,1.0,0,283500.0,Pensioner,Higher education,Separated,House / apartment,-22464,365243,1,0,0,0,1.0,not informed,-6,X,0
F,0.0,1.0,0,283500.0,Pensioner,Higher education,Separated,House / apartment,-22464,365243,1,0,0,0,1.0,not informed,-7,0,0
F,0.0,1.0,0,283500.0,Pensioner,Higher education,Separated,House / apartment,-22464,365243,1,0,0,0,1.0,not informed,-8,0,0
F,0.0,1.0,0,283500.0,Pensioner,Higher education,Separated,House / apartment,-22464,365243,1,0,0,0,1.0,not informed,-9,0,0
F,0.0,1.0,0,283500.0,Pensioner,Higher education,Separated,House / apartment,-22464,365243,1,0,0,0,1.0,not informed,-10,0,0
F,0.0,1.0,0,283500.0,Pensioner,Higher education,Separated,House / apartment,-22464,365243,1,0,0,0,1.0,not informed,-11,0,0
F,0.0,1.0,0,283500.0,Pensioner,Higher education,Separated,House / apartment,-22464,365243,1,0,0,0,1.0,not informed,-12,0,0
F,0.0,1.0,0,283500.0,Pensioner,Higher education,Separated,House / apartment,-22464,365243,1,0,0,0,1.0,not informed,-13,0,0
F,0.0,1.0,0,283500.0,Pensioner,Higher education,Separated,House / apartment,-22464,365243,1,0,0,0,1.0,not informed,-14,0,0
F,0.0,1.0,0,283500.0,Pensioner,Higher education,Separated,House / apartment,-22464,365243,1,0,0,0,1.0,not informed,-15,0,0
F,0.0,1.0,0,283500.0,Pensioner,Higher education,Separated,House / apartment,-22464,365243,1,0,0,0,1.0,not informed,-16,0,0
F,0.0,1.0,0,283500.0,Pensioner,Higher education,Separated,House / apartment,-22464,365243,1,0,0,0,1.0,not informed,-17,0,0
F,0.0,1.0,0,283500.0,Pensioner,Higher education,Separated,House / apartment,-22464,365243,1,0,0,0,1.0,not informed,-18,0,0
F,0.0,1.0,0,283500.0,Pensioner,Higher education,Separated,House / apartment,-22464,365243,1,0,0,0,1.0,not informed,-19,0,0
F,0.0,1.0,0,283500.0,Pensioner,Higher education,Separated,House / apartment,-22464,365243,1,0,0,0,1.0,not informed,-20,X,0
F,0.0,1.0,0,283500.0,Pensioner,Higher education,Separated,House / apartment,-22464,365243,1,0,0,0,1.0,not informed,0,0,0
F,0.0,1.0,0,283500.0,Pensioner,Higher education,Separated,House / apartment,-22464,365243,1,0,0,0,1.0,not informed,-1,X,0
F,0.0,1.0,0,283500.0,Pensioner,Higher education,Separated,House / apartment,-22464,365243,1,0,0,0,1.0,not informed,-2,X,0
F,0.0,1.0,0,283500.0,Pensioner,Higher education,Separated,House / apartment,-22464,365243,1,0,0,0,1.0,not informed,-3,0,0
F,0.0,1.0,0,283500.0,Pensioner,Higher education,Separated,House / apartment,-22464,365243,1,0,0,0,1.0,not informed,-4,0,0
F,0.0,1.0,0,283500.0,Pensioner,Higher education,Separated,House / apartment,-22464,365243,1,0,0,0,1.0,not informed,-5,0,0
F,0.0,1.0,0,283500.0,Pensioner,Higher education,Separated,House / apartment,-22464,365243,1,0,0,0,1.0,not informed,-6,0,0
F,0.0,1.0,0,283500.0,Pensioner,Higher education,Separated,House / apartment,-22464,365243,1,0,0,0,1.0,not informed,-7,0,0
F,0.0,1.0,0,283500.0,Pensioner,Higher education,Separated,House / apartment,-22464,365243,1,0,0,0,1.0,not informed,-8,0,0
F,0.0,1.0,0,283500.0,Pensioner,Higher education,Separated,House / apartment,-22464,365243,1,0,0,0,1.0,not informed,-9,0,0
F,0.0,1.0,0,283500.0,Pensioner,Higher education,Separated,House / apartment,-22464,365243,1,0,0,0,1.0,not informed,-10,0,0
F,0.0,1.0,0,283500.0,Pensioner,Higher education,Separated,House / apartment,-22464,365243,1,0,0,0,1.0,not informed,-11,0,0
F,0.0,1.0,0,283500.0,Pensioner,Higher education,Separated,House / apartment,-22464,365243,1,0,0,0,1.0,not informed,-12,0,0
F,0.0,1.0,0,283500.0,Pensioner,Higher education,Separated,House / apartment,-22464,365243,1,0,0,0,1.0,not informed,-13,0,0
F,0.0,1.0,0,283500.0,Pensioner,Higher education,Separated,House / apartment,-22464,365243,1,0,0,0,1.0,not informed,-14,0,0
F,0.0,1.0,0,283500.0,Pensioner,Higher education,Separated,House / apartment,-22464,365243,1,0,0,0,1.0,not informed,-15,0,0
F,0.0,1.0,0,283500.0,Pensioner,Higher education,Separated,House / apartment,-22464,365243,1,0,0,0,1.0,not informed,-16,X,0
F,0.0,1.0,0,283500.0,Pensioner,Higher education,Separated,House / apartment,-22464,365243,1,0,0,0,1.0,not informed,-1,0,0
F,0.0,1.0,0,283500.0,Pensioner,Higher education,Separated,House / apartment,-22464,365243,1,0,0,0,1.0,not informed,-2,X,0
F,0.0,1.0,0,283500.0,Pensioner,Higher education,Separated,House / apartment,-22464,365243,1,0,0,0,1.0,not informed,-3,X,0
F,0.0,1.0,0,283500.0,Pensioner,Higher education,Separated,House / apartment,-22464,365243,1,0,0,0,1.0,not informed,-4,0,0
F,0.0,1.0,0,283500.0,Pensioner,Higher education,Separated,House / apartment,-22464,365243,1,0,0,0,1.0,not informed,-5,0,0
F,0.0,1.0,0,283500.0,Pensioner,Higher education,Separated,House / apartment,-22464,365243,1,0,0,0,1.0,not informed,-6,0,0
F,0.0,1.0,0,283500.0,Pensioner,Higher education,Separated,House / apartment,-22464,365243,1,0,0,0,1.0,not informed,-7,0,0
F,0.0,1.0,0,283500.0,Pensioner,Higher education,Separated,House / apartment,-22464,365243,1,0,0,0,1.0,not informed,-8,0,0
F,0.0,1.0,0,283500.0,Pensioner,Higher education,Separated,House / apartment,-22464,365243,1,0,0,0,1.0,not informed,-9,0,0
F,0.0,1.0,0,283500.0,Pensioner,Higher education,Separated,House / apartment,-22464,365243,1,0,0,0,1.0,not informed,-10,0,0
F,0.0,1.0,0,283500.0,Pensioner,Higher education,Separated,House / apartment,-22464,365243,1,0,0,0,1.0,not informed,-11,0,0
F,0.0,1.0,0,283500.0,Pensioner,Higher education,Separated,House / apartment,-22464,365243,1,0,0,0,1.0,not informed,-12,0,0
F,0.0,1.0,0,283500.0,Pensioner,Higher education,Separated,House / apartment,-22464,365243,1,0,0,0,1.0,not informed,-13,0,0
